opening_gross,screens,production_budget,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score
4050655.0,808.0,20000000,30894247,2008.0,2.35,102.0,1778,20000000.0,6.4
9851102.0,1952.0,17000000,38028230,2011.0,2.35,86.0,17396,17000000.0,5.6
7582595.0,2950.0,50000000,60282876,2013.0,2.35,124.0,3580,60000000.0,6.2
12801465.0,2659.0,25000000,38351350,2005.0,2.35,105.0,3535,,5.5
20114233.0,2190.0,12000000,63118386,1996.0,1.85,81.0,17035,12000000.0,6.8
13122865.0,2526.0,39000000,69538833,2007.0,1.85,102.0,1930,,5.6
13218723.0,3188.0,15000000,33508485,2005.0,1.85,106.0,3462,14000000.0,6.4
2902117.0,601.0,16500000,39380876,2007.0,2.35,120.0,12554,16500000.0,7.1
13106526.0,2568.0,48000000,90376224,2000.0,2.35,93.0,5390,48000000.0,6.0
27450296.0,3681.0,80000000,221468935,2008.0,2.35,99.0,12831,80000000.0,6.1
38021044.0,3928.0,150000000,287594577,2007.0,1.85,91.0,6576,150000000.0,6.2
7031228.0,2964.0,17500000,20159316,2006.0,2.35,110.0,35345,17500000.0,6.3
1843347.0,1902.0,22000000,19563579,2014.0,2.35,92.0,14617,22000000.0,6.3
18736133.0,2770.0,40000000,58855732,2001.0,2.35,106.0,2544,40000000.0,6.4
637721.0,25.0,13000000,32382381,1999.0,1.85,112.0,1171,13000000.0,7.8
101126.0,8.0,18000000,14488705,2004.0,1.85,104.0,847,18000000.0,7.1
8165551.0,1501.0,53000000,22852487,1998.0,1.85,172.0,2397,55000000.0,5.9
27515871.0,3153.0,150000000,194995215,2007.0,2.35,115.0,31523,150000000.0,6.3
29300465.0,3215.0,20000000,154218168,2008.0,2.35,91.0,4729,20000000.0,3.7
2076402.0,1798.0,60000000,11427090,2003.0,2.35,127.0,12947,35000000.0,6.5
8234926.0,2518.0,90000000,87420776,1999.0,1.85,132.0,55254,100000000.0,6.8
41536370.0,3027.0,30000000,228641283,1999.0,1.85,93.0,26760,34200000.0,6.4
11554015.0,2531.0,15000000,52461017,2002.0,1.85,88.0,3707,15000000.0,5.4
11554015.0,2531.0,15000000,52461017,2002.0,1.85,88.0,3707,15000000.0,5.4
207377.0,6.0,70000000,123954323,2003.0,1.37,125.0,16138,70000000.0,8.0
56215889.0,3761.0,165000000,652127828,2014.0,2.39,102.0,2963,165000000.0,7.9
7760205.0,2047.0,40000000,25693998,2012.0,2.35,107.0,1702,40000000.0,6.5
27736056.0,3261.0,40000000,137047376,2006.0,1.85,99.0,19334,40000000.0,4.6
25661041.0,2802.0,33000000,173559438,2000.0,1.85,99.0,1790,30000000.0,5.1
19000000.0,2821.0,32000000,82332450,2011.0,2.35,113.0,3500,32000000.0,4.4
3545204.0,1961.0,45000000,8488871,2002.0,1.85,74.0,13917,40000000.0,6.5
2471471.0,857.0,18000000,103215094,2014.0,1.85,119.0,21668,18000000.0,7.8
2370809.0,1000.0,13000000,8130727,2001.0,2.35,93.0,1775,13000000.0,6.1
1705577.0,550.0,20000000,14603001,2004.0,1.85,100.0,2295,20000000.0,6.1
193021.0,4.0,95000000,159691085,2001.0,2.35,152.0,4270,92000000.0,7.7
11102948.0,2571.0,35000000,33422806,2001.0,2.35,95.0,2643,50000000.0,4.8
3669530.0,1516.0,17500000,7285135,2013.0,2.35,93.0,1373,17500000.0,4.4
4143199.0,,15000000,10951153,2006.0,2.35,116.0,5012,15000000.0,7.0
1443809.0,18.0,13000000,331266710,2010.0,2.35,108.0,38072,13000000.0,8.0
4415000.0,2567.0,70000000,19535476,2015.0,2.35,133.0,28129,70000000.0,5.4
16061271.0,2912.0,65000000,132397389,2004.0,2.35,122.0,19764,65000000.0,5.9
33014202.0,3372.0,61000000,145594548,2007.0,1.85,93.0,13232,61000000.0,6.3
9160263.0,2542.0,35000000,26613620,1999.0,2.35,112.0,5709,35000000.0,6.6
18185000.0,3555.0,45000000,127990741,2014.0,1.85,117.0,49743,40000000.0,6.5
9413684.0,2524.0,40000000,40435694,2000.0,2.35,107.0,4565,40000000.0,5.1
1950260.0,1690.0,25000000,20052958,2008.0,1.85,121.0,142,25000000.0,6.6
2074300.0,1200.0,15000000,6551310,2007.0,2.35,98.0,1675,,5.5
420993.0,166.0,26000000,1083350,1996.0,1.85,101.0,2228,22000000.0,6.1
8648324.0,,100000000,171377916,2006.0,2.35,143.0,33160,100000000.0,8.0
7312413.0,2525.0,50000000,26199517,2002.0,2.35,110.0,18635,50000000.0,6.4
1550000.0,985.0,25000000,3605420,2005.0,2.35,92.0,2930,25000000.0,2.9
12443461.0,2249.0,30000000,83282296,2001.0,2.35,124.0,43453,30000000.0,7.6
14169455.0,3002.0,30000000,51618420,2002.0,1.85,104.0,1165,30000000.0,5.6
612064.0,6.0,18000000,102912961,2013.0,2.35,98.0,1353,18000000.0,7.3
19208806.0,2735.0,36000000,117448157,1999.0,1.85,93.0,2986,65000000.0,6.3
3815075.0,1714.0,15000000,14933713,2002.0,1.85,97.0,3161,20000000.0,4.9
1233297.0,1332.0,17000000,2694071,2004.0,2.35,128.0,1727,,6.7
69039.0,2.0,14000000,20597806,2006.0,2.35,112.0,13528,14000000.0,7.0
12884416.0,2710.0,67500000,118556530,2008.0,2.35,128.0,29824,70000000.0,7.1
1895593.0,1134.0,32000000,4357406,1996.0,1.85,110.0,3864,30000000.0,5.3
27480.0,1.0,20000000,8361736,2003.0,2.35,114.0,1776,20000000.0,6.9
19020655.0,3052.0,20000000,67192859,2005.0,1.85,89.0,1383,20000000.0,4.1
4681934.0,907.0,15000000,43111725,1997.0,2.35,155.0,3677,15000000.0,7.9
13223887.0,3317.0,15000000,47721314,2000.0,1.85,90.0,608,15000000.0,4.0
18062550.0,2706.0,55000000,98699769,1999.0,1.37,85.0,22458,55000000.0,6.4
66323594.0,4164.0,185000000,554606532,2012.0,2.35,93.0,5005,185000000.0,7.2
12307128.0,2108.0,36000000,50159144,1997.0,2.35,93.0,1874,36000000.0,6.9
42326.0,7.0,12000000,178287,1999.0,1.85,110.0,17417,12000000.0,4.6
9516855.0,2647.0,28000000,73421224,2014.0,2.35,100.0,25387,28000000.0,5.7
11830855.0,2412.0,25000000,50692188,1998.0,1.85,89.0,667,25000000.0,5.3
21058173.0,3226.0,30000000,115150424,2009.0,1.85,89.0,13794,30000000.0,5.4
15371203.0,2811.0,40000000,161513754,2015.0,2.35,142.0,16944,40000000.0,7.6
28536717.0,3139.0,25000000,137984788,2007.0,1.85,96.0,28071,17000000.0,7.2
10733933.0,1611.0,25000000,281527158,2001.0,2.35,97.0,16999,26000000.0,6.7
8684055.0,530.0,50000000,263894551,2004.0,2.35,108.0,15634,40000000.0,5.9
,,11000000,229653,2010.0,2.35,111.0,3117,12000000.0,5.7
31101026.0,2801.0,20000000,164675402,2003.0,2.35,105.0,2505,33000000.0,5.5
6193052.0,1936.0,32000000,16640210,1999.0,2.35,121.0,13040,55000000.0,6.8
547425.0,5.0,13900000,177012173,2005.0,1.85,134.0,39789,14000000.0,7.7
3871616.0,1740.0,25000000,11115766,1999.0,2.35,100.0,582,25000000.0,6.4
,,65000000,148345997,1996.0,2.35,108.0,2913,50000000.0,6.0
8268908.0,2620.0,35000000,34480045,2013.0,2.35,109.0,2073,35000000.0,6.2
187281.0,5.0,11000000,62076141,2015.0,1.85,111.0,995,11000000.0,7.5
60029.0,11.0,12000000,450594,2000.0,1.85,114.0,2126,10000000.0,7.2
85734045.0,3483.0,81000000,483473962,2003.0,1.85,101.0,21276,81000000.0,6.7
2038349.0,1605.0,13000000,5002310,2001.0,2.35,84.0,18864,13000000.0,5.6
30977.0,6.0,15000000,353743,2001.0,2.35,98.0,3578,15000000.0,6.9
4548201.0,2404.0,55000000,22597969,2012.0,1.85,92.0,25418,55000000.0,5.7
8653542.0,2955.0,52000000,23010607,2003.0,2.35,104.0,2422,52000000.0,5.5
10515839.0,2047.0,30000000,29203383,1998.0,1.85,108.0,1023,30000000.0,6.8
11947744.0,3037.0,55000000,90552675,2010.0,2.35,119.0,4315,55000000.0,6.4
19128001.0,2651.0,37000000,168167798,2008.0,1.85,96.0,36093,37000000.0,7.0
5002521.0,3003.0,20000000,32632668,2015.0,2.35,101.0,16926,20000000.0,6.6
96250.0,10.0,20000000,3407430,2015.0,2.35,122.0,22319,10000000.0,5.3
3445559.0,687.0,12000000,8138000,2008.0,2.35,109.0,1141,12000000.0,7.0
231964.0,4.0,20000000,19121531,2009.0,1.85,105.0,2327,,7.4
