title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score,gross,movie_title
2015.0,2.35,140.0,79150,190000000.0,7.2,350034110.0,Furious 7 
2013.0,2.35,123.0,32392,190000000.0,7.0,202351611.0,World War Z 
2014.0,2.35,149.0,91434,200000000.0,8.0,233914986.0,X-Men: Days of Future Past 
2013.0,2.35,132.0,21411,190000000.0,7.8,228756232.0,Star Trek Into Darkness 
2013.0,2.35,114.0,1766,195000000.0,6.3,65171860.0,Jack the Giant Slayer 
2013.0,2.35,143.0,29770,105000000.0,7.3,144812796.0,The Great Gatsby 
2010.0,2.35,116.0,16149,200000000.0,6.6,90755643.0,Prince of Persia: The Sands of Time 
2013.0,1.85,131.0,19166,190000000.0,7.0,101785482.0,Pacific Rim 
2011.0,2.35,154.0,2593,195000000.0,6.3,352358779.0,Transformers: Dark of the Moon 
2008.0,2.35,122.0,14959,185000000.0,6.2,317011114.0,Indiana Jones and the Kingdom of the Crystal Skull 
2015.0,2.35,93.0,696,,6.8,123070338.0,The Good Dinosaur 
2012.0,2.35,93.0,5005,185000000.0,7.2,237282182.0,Brave 
2016.0,2.35,122.0,1327,185000000.0,7.5,130468626.0,Star Trek Beyond 
2008.0,2.35,98.0,2975,180000000.0,8.4,223806889.0,WALL·E 
2007.0,2.35,91.0,1125,140000000.0,6.2,140080850.0,Rush Hour 3 
2009.0,2.35,158.0,2144,200000000.0,5.8,166112167.0,2012 
2009.0,2.35,96.0,48878,200000000.0,6.8,137850096.0,A Christmas Carol 
2015.0,2.35,127.0,47334,176000000.0,5.4,47375327.0,Jupiter Ascending 
2016.0,2.35,110.0,21175,180000000.0,6.6,124051759.0,The Legend of Tarzan 
2005.0,2.35,150.0,1317,180000000.0,6.9,291709845.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe "
2016.0,2.35,144.0,49684,178000000.0,7.3,154985087.0,X-Men: Apocalypse 
2008.0,2.35,152.0,57802,185000000.0,9.0,533316061.0,The Dark Knight 
2009.0,1.85,96.0,2635,175000000.0,8.3,292979556.0,Up 
2009.0,2.35,94.0,2579,175000000.0,6.5,198332128.0,Monsters vs. Aliens 
2008.0,2.35,126.0,39252,140000000.0,7.9,318298180.0,Iron Man 
2011.0,1.85,126.0,36017,170000000.0,7.5,73820094.0,Hugo 
1999.0,1.85,106.0,15870,170000000.0,4.8,113745408.0,Wild Wild West 
2008.0,2.35,112.0,9131,145000000.0,5.2,102176165.0,The Mummy: Tomb of the Dragon Emperor 
2016.0,2.35,123.0,11287,175000000.0,6.9,161087183.0,Suicide Squad 
2007.0,2.35,96.0,108016,175000000.0,5.4,100289690.0,Evan Almighty 
2014.0,2.35,113.0,12652,178000000.0,7.9,100189501.0,Edge of Tomorrow 
1995.0,1.85,176.0,1004,175000000.0,6.1,88246220.0,Waterworld 
2009.0,2.35,118.0,26683,175000000.0,5.8,150167630.0,G.I. Joe: The Rise of Cobra 
2015.0,1.85,95.0,2944,175000000.0,8.3,356454367.0,Inside Out 
2016.0,1.85,106.0,32921,175000000.0,7.8,362645141.0,The Jungle Book 
2010.0,2.35,124.0,48638,200000000.0,7.0,312057433.0,Iron Man 2 
2012.0,2.35,132.0,72881,170000000.0,6.1,155111815.0,Snow White and the Huntsman 
2014.0,2.35,97.0,15516,180000000.0,7.0,241407328.0,Maleficent 
2014.0,1.85,130.0,14363,170000000.0,7.6,208543795.0,Dawn of the Planet of the Apes 
2015.0,,109.0,1982,,4.5,,The Lovers 
2013.0,2.35,128.0,20965,175000000.0,6.3,38297305.0,47 Ronin 
2014.0,2.35,136.0,36188,170000000.0,7.8,259746958.0,Captain America: The Winter Soldier 
2010.0,2.35,93.0,4628,165000000.0,6.4,238371987.0,Shrek Forever After 
2015.0,2.2,130.0,5046,190000000.0,6.5,93417865.0,Tomorrowland 
2014.0,2.39,102.0,2963,165000000.0,7.9,222487711.0,Big Hero 6 
2012.0,2.35,101.0,4451,165000000.0,7.8,189412677.0,Wreck-It Ralph 
2004.0,2.35,100.0,16264,165000000.0,6.6,665426.0,The Polar Express 
2016.0,2.35,120.0,3233,165000000.0,5.5,102315545.0,Independence Day: Resurgence 
2010.0,2.35,98.0,20453,165000000.0,8.2,217387997.0,How to Train Your Dragon 
2003.0,2.35,109.0,1769,200000000.0,6.4,150350192.0,Terminator 3: Rise of the Machines 
2014.0,2.35,121.0,32438,170000000.0,8.1,333130696.0,Guardians of the Galaxy 
2014.0,2.35,169.0,31488,165000000.0,8.6,187991439.0,Interstellar 
2010.0,2.35,148.0,81115,160000000.0,8.8,292568851.0,Inception 
2016.0,2.35,120.0,699,,8.2,,Godzilla Resurgence 
2012.0,2.35,182.0,9152,180000000.0,7.9,303001229.0,The Hobbit: An Unexpected Journey 
2001.0,2.35,106.0,45327,38000000.0,6.7,144512310.0,The Fast and the Furious 
2008.0,2.35,166.0,13333,150000000.0,7.8,127490802.0,The Curious Case of Benjamin Button 
2011.0,2.35,132.0,50983,160000000.0,7.8,146405371.0,X-Men: First Class 
2015.0,2.35,137.0,81385,160000000.0,6.6,281666058.0,The Hunger Games: Mockingjay - Part 2 
2010.0,2.35,109.0,13388,150000000.0,6.1,63143812.0,The Sorcerer's Apprentice 
2006.0,2.35,98.0,92456,160000000.0,5.6,60655503.0,Poseidon 
2016.0,1.85,113.0,80806,170000000.0,6.4,76846624.0,Alice Through the Looking Glass 
2007.0,1.85,93.0,4705,160000000.0,6.1,320706665.0,Shrek the Third 
2016.0,2.35,123.0,5505,160000000.0,7.3,46978995.0,Warcraft 
2015.0,2.35,126.0,38873,155000000.0,6.6,89732035.0,Terminator Genisys 
2010.0,1.78,113.0,764,155000000.0,6.3,104383624.0,The Chronicles of Narnia: The Voyage of the Dawn Treader 
2001.0,2.35,184.0,5401,140000000.0,6.1,198539855.0,Pearl Harbor 
2007.0,2.35,144.0,2333,150000000.0,7.1,318759914.0,Transformers 
2004.0,2.35,206.0,24598,155000000.0,5.5,34293771.0,Alexander 
2007.0,2.35,138.0,33433,150000000.0,7.5,292000866.0,Harry Potter and the Order of the Phoenix 
2005.0,2.35,157.0,53413,150000000.0,7.6,289994397.0,Harry Potter and the Goblet of Fire 
2008.0,2.35,102.0,21584,150000000.0,6.4,227946274.0,Hancock 
2007.0,2.35,104.0,13076,150000000.0,7.2,256386216.0,I Am Legend 
2005.0,1.85,115.0,57844,150000000.0,6.7,206456431.0,Charlie and the Chocolate Factory 
2007.0,2.35,111.0,4764,150000000.0,8.0,206435493.0,Ratatouille 
2005.0,2.35,128.0,59558,150000000.0,8.3,205343774.0,Batman Begins 
2008.0,1.85,89.0,3285,150000000.0,6.7,179982968.0,Madagascar: Escape 2 Africa 
2009.0,2.35,105.0,54039,150000000.0,5.9,177243721.0,Night at the Museum: Battle of the Smithsonian 
2009.0,2.35,119.0,40054,150000000.0,6.7,179883016.0,X-Men Origins: Wolverine 
2003.0,2.35,129.0,1062,150000000.0,6.7,139259759.0,The Matrix Revolutions 
2013.0,2.24,102.0,2582,150000000.0,7.6,400736600.0,Frozen 
2003.0,2.35,138.0,534,150000000.0,7.2,281492479.0,The Matrix Reloaded 
2013.0,2.35,112.0,59803,170000000.0,7.1,206360018.0,Thor: The Dark World 
2015.0,2.35,120.0,40025,150000000.0,8.1,153629485.0,Mad Max: Fury Road 
2009.0,2.35,146.0,16948,150000000.0,6.7,133375846.0,Angels & Demons 
2011.0,2.35,115.0,60059,150000000.0,7.0,181015141.0,Thor 
2008.0,1.85,96.0,20007,150000000.0,6.9,114053579.0,Bolt 
2009.0,2.35,88.0,2217,150000000.0,5.1,119420252.0,G-Force 
2012.0,1.85,99.0,16184,150000000.0,5.8,83640426.0,Wrath of the Titans 
2012.0,1.85,113.0,80849,100000000.0,6.2,79711678.0,Dark Shadows 
2015.0,2.35,131.0,21840,150000000.0,7.4,195000874.0,Mission: Impossible - Rogue Nation 
2010.0,1.85,119.0,13071,150000000.0,5.8,61937495.0,The Wolfman 
2016.0,2.35,110.0,21175,180000000.0,6.6,124051759.0,The Legend of Tarzan 
2007.0,1.85,91.0,6576,150000000.0,6.2,126597121.0,Bee Movie 
2011.0,2.35,90.0,21015,150000000.0,7.3,165230261.0,Kung Fu Panda 2 
2010.0,2.35,103.0,2857,150000000.0,4.2,131564731.0,The Last Airbender 
2006.0,2.35,124.0,34817,150000000.0,6.9,133382309.0,Mission: Impossible III 
2013.0,2.35,131.0,18204,150000000.0,6.4,73103784.0,White House Down 
2011.0,2.35,88.0,2652,150000000.0,5.4,21379315.0,Mars Needs Moms 
2006.0,1.85,85.0,35161,149000000.0,6.7,64459316.0,Flushed Away 
2015.0,2.35,111.0,21393,150000000.0,5.8,34964818.0,Pan 
2014.0,1.85,92.0,5810,145000000.0,6.9,111505642.0,Mr. Peabody & Sherman 
2004.0,2.35,196.0,17944,175000000.0,7.2,133228348.0,Troy 
2012.0,1.85,93.0,2444,145000000.0,6.9,216366733.0,Madagascar 3: Europe's Most Wanted 
2002.0,2.35,133.0,2538,142000000.0,6.1,160201106.0,Die Another Day 
2016.0,2.35,116.0,2097,144000000.0,5.5,118099659.0,Ghostbusters 
1998.0,2.35,153.0,26029,140000000.0,6.6,201573391.0,Armageddon 
2002.0,1.85,88.0,14823,140000000.0,6.1,190418803.0,Men in Black II 
2007.0,2.35,115.0,31523,150000000.0,6.3,82161969.0,Beowulf 
2016.0,2.35,95.0,36095,145000000.0,7.2,143523463.0,Kung Fu Panda 3 
2011.0,2.35,133.0,21768,145000000.0,7.4,209364921.0,Mission: Impossible - Ghost Protocol 
2012.0,1.85,97.0,20645,145000000.0,7.3,103400692.0,Rise of the Guardians 
2005.0,2.35,90.0,1997,100000000.0,6.1,110332737.0,Fun with Dick and Jane 
2003.0,2.35,154.0,11945,140000000.0,7.7,111110575.0,The Last Samurai 
2014.0,2.35,150.0,26490,140000000.0,6.1,65007045.0,Exodus: Gods and Kings 
2009.0,2.35,127.0,39284,150000000.0,8.0,257704099.0,Star Trek 
2002.0,1.85,121.0,40484,139000000.0,7.3,403706375.0,Spider-Man 
2014.0,2.35,102.0,23378,145000000.0,7.9,176997107.0,How to Train Your Dragon 2 
2016.0,2.35,126.0,19769,140000000.0,5.5,31141074.0,Gods of Egypt 
2005.0,2.35,121.0,2705,135000000.0,5.0,31704416.0,Stealth 
2009.0,2.35,215.0,2530,130000000.0,7.7,107503316.0,Watchmen 
1998.0,2.35,127.0,6171,140000000.0,6.6,129734803.0,Lethal Weapon 4 
2003.0,1.85,138.0,1814,137000000.0,5.7,132122995.0,Hulk 
2013.0,2.35,122.0,31958,130000000.0,5.8,122512052.0,G.I. Joe: Retaliation 
2005.0,2.35,124.0,13073,130000000.0,6.0,68642452.0,Sahara 
2001.0,1.85,106.0,15015,137000000.0,6.4,32131830.0,Final Fantasy: The Spirits Within 
2011.0,2.35,124.0,19761,140000000.0,6.9,176636816.0,Captain America: The First Avenger 
1999.0,2.35,128.0,2037,135000000.0,6.4,126930660.0,The World Is Not Enough 
2003.0,2.35,138.0,1205,150000000.0,7.4,93926386.0,Master and Commander: The Far Side of the World 
2012.0,2.35,115.0,59177,120000000.0,5.5,292298923.0,The Twilight Saga: Breaking Dawn - Part 2 
2011.0,2.35,100.0,62644,135000000.0,5.9,63992328.0,Happy Feet 2 
2008.0,2.35,135.0,5811,150000000.0,6.8,134518390.0,The Incredible Hulk 
,1.33,60.0,1687,1500000.0,7.5,,Miami Vice             
2016.0,2.35,117.0,1950,140000000.0,6.8,52792307.0,The BFG 
2015.0,2.35,156.0,57108,135000000.0,8.1,183635922.0,The Revenant 
2013.0,2.35,96.0,17416,135000000.0,6.5,83024900.0,Turbo 
2011.0,2.35,107.0,43291,135000000.0,7.2,123207194.0,Rango 
2014.0,1.85,92.0,19963,132000000.0,6.7,83348920.0,Penguins of Madagascar 
2007.0,2.35,115.0,17369,110000000.0,8.1,227137090.0,The Bourne Ultimatum 
2008.0,2.35,92.0,12754,130000000.0,7.6,215395021.0,Kung Fu Panda 
2015.0,1.85,117.0,5730,130000000.0,7.4,180191634.0,Ant-Man 
2013.0,2.35,146.0,49355,130000000.0,7.6,424645577.0,The Hunger Games: Catching Fire 
2012.0,2.35,115.0,59177,120000000.0,5.5,292298923.0,The Twilight Saga: Breaking Dawn - Part 2 
2015.0,1.85,94.0,17883,135000000.0,6.7,177343675.0,Home 
2005.0,1.85,116.0,12758,132000000.0,6.5,234277056.0,War of the Worlds 
2003.0,2.35,147.0,12954,130000000.0,6.6,138396624.0,Bad Boys II 
2011.0,2.35,90.0,5046,130000000.0,6.7,149234747.0,Puss in Boots 
2010.0,2.35,101.0,12406,110000000.0,6.4,118311368.0,Salt 
2014.0,1.85,138.0,32355,125000000.0,5.8,101160529.0,Noah 
2011.0,2.35,107.0,4631,135000000.0,7.4,77564037.0,The Adventures of Tintin 
2004.0,2.35,142.0,33284,130000000.0,7.8,249358727.0,Harry Potter and the Prisoner of Azkaban 
2008.0,2.35,165.0,921,130000000.0,6.6,49551662.0,Australia 
2013.0,2.35,100.0,14168,130000000.0,4.9,60522097.0,After Earth 
2000.0,1.85,82.0,2945,127500000.0,6.5,137748063.0,Dinosaur 
2011.0,,,11036,,7.5,,Harry Potter and the Deathly Hallows: Part II 
2014.0,1.85,98.0,53587,127000000.0,6.2,113733726.0,Night at the Museum: Secret of the Tomb 
2010.0,2.35,95.0,46120,130000000.0,7.3,148337537.0,Megamind 
2001.0,2.35,159.0,13191,125000000.0,7.5,317557891.0,Harry Potter and the Sorcerer's Stone 
2013.0,2.35,96.0,31549,130000000.0,5.6,33592415.0,R.I.P.D. 
2016.0,2.35,120.0,699,,8.2,,Godzilla Resurgence 
2003.0,2.35,143.0,48184,140000000.0,8.1,305388685.0,Pirates of the Caribbean: The Curse of the Black Pearl 
2010.0,,,14719,,6.4,,Harry Potter and the Deathly Hallows: Part I 
2014.0,2.35,123.0,81385,125000000.0,6.7,337103873.0,The Hunger Games: Mockingjay - Part 1 
2006.0,2.35,174.0,16008,125000000.0,6.6,217536138.0,The Da Vinci Code 
2014.0,2.35,101.0,1031,103000000.0,6.4,131536019.0,Rio 2 
2003.0,2.35,134.0,20952,110000000.0,7.5,214948780.0,X-Men 2 
2011.0,2.35,132.0,55345,125000000.0,7.3,209805005.0,Fast Five 
2011.0,2.35,129.0,22403,125000000.0,7.5,186830669.0,Sherlock Holmes: A Game of Shadows 
2010.0,2.35,106.0,18003,125000000.0,5.8,163192114.0,Clash of the Titans 
1990.0,1.85,113.0,1441,65000000.0,7.5,119412921.0,Total Recall 
1999.0,2.35,102.0,1815,85000000.0,6.6,32694788.0,The 13th Warrior 
2012.0,2.35,135.0,12175,125000000.0,6.7,113165635.0,The Bourne Legacy 
1997.0,1.85,125.0,2699,125000000.0,3.7,107285004.0,Batman & Robin 
2000.0,1.85,110.0,4146,123000000.0,6.0,260031035.0,How the Grinch Stole Christmas 
2004.0,2.35,124.0,20553,125000000.0,6.4,186739919.0,The Day After Tomorrow 
2000.0,2.35,123.0,11930,125000000.0,6.1,215397307.0,Mission: Impossible II 
2000.0,2.35,130.0,2684,140000000.0,6.4,182618434.0,The Perfect Storm 
2007.0,2.35,92.0,15302,130000000.0,5.6,131920333.0,Fantastic 4: Rise of the Silver Surfer 
2012.0,1.85,127.0,2121,120000000.0,8.0,124976634.0,Life of Pi 
2007.0,2.35,123.0,14017,110000000.0,5.2,115802596.0,Ghost Rider 
2016.0,2.35,123.0,13752,120000000.0,7.1,108521835.0,Jason Bourne 
2003.0,2.35,107.0,4046,120000000.0,4.8,100685880.0,Charlie's Angels: Full Throttle 
2012.0,2.35,124.0,24098,130000000.0,7.0,126464904.0,Prometheus 
2002.0,1.85,77.0,2682,120000000.0,5.4,64736114.0,Stuart Little 2 
2013.0,2.35,109.0,17689,115000000.0,6.6,93050117.0,Elysium 
2004.0,2.35,134.0,17159,105000000.0,6.7,57637485.0,The Chronicles of Riddick 
2014.0,2.35,117.0,14161,100000000.0,6.2,58607007.0,RoboCop 
2008.0,2.35,135.0,902,120000000.0,6.1,43929341.0,Speed Racer 
2010.0,1.85,121.0,993,120000000.0,5.3,30212620.0,How Do You Know 
2010.0,2.35,117.0,12731,117000000.0,6.3,76418654.0,Knight and Day 
2013.0,2.35,124.0,22004,120000000.0,7.0,89021735.0,Oblivion 
2005.0,2.35,140.0,44042,113000000.0,7.6,380262555.0,Star Wars: Episode III - Revenge of the Sith 
2002.0,1.78,142.0,42990,115000000.0,6.7,310675583.0,Star Wars: Episode II - Attack of the Clones 
2001.0,1.85,92.0,15013,115000000.0,8.1,289907418.0,"Monsters, Inc. "
2013.0,2.35,138.0,23755,120000000.0,6.7,132550960.0,The Wolverine 
1999.0,2.35,136.0,37723,115000000.0,6.5,474544677.0,Star Wars: Episode I - The Phantom Menace 
2013.0,2.35,98.0,43286,135000000.0,7.3,187165546.0,The Croods 
2008.0,2.35,116.0,1609,78000000.0,5.1,,Asterix at the Olympic Games 
2002.0,2.35,153.0,15046,115000000.0,6.0,40911830.0,Windtalkers 
2016.0,2.35,120.0,46719,115000000.0,6.1,47952020.0,The Huntsman: Winter's War 
2014.0,2.35,101.0,2690,125000000.0,5.9,190871240.0,Teenage Mutant Ninja Turtles 
2013.0,2.35,91.0,87,100000000.0,7.8,274084951.0,Gravity 
1997.0,2.35,108.0,1569,116000000.0,5.8,67155742.0,Dante's Peak 
2016.0,2.35,112.0,8306,135000000.0,6.3,81638674.0,Teenage Mutant Ninja Turtles: Out of the Shadows 
2015.0,2.35,100.0,1261,120000000.0,4.3,56114221.0,Fantastic Four 
2006.0,1.85,108.0,55486,110000000.0,6.4,250863268.0,Night at the Museum 
2015.0,2.35,114.0,16718,110000000.0,6.1,155181732.0,San Andreas 
1997.0,2.35,119.0,2958,110000000.0,6.5,125332007.0,Tomorrow Never Dies 
2000.0,2.35,142.0,19454,110000000.0,7.1,113330342.0,The Patriot 
2004.0,2.35,125.0,19359,110000000.0,6.4,125531634.0,Ocean's Twelve 
2005.0,2.35,126.0,22722,120000000.0,6.5,186336103.0,Mr. & Mrs. Smith 
2015.0,2.35,119.0,22622,110000000.0,6.3,129995817.0,Insurgent 
2004.0,2.35,170.0,34582,110000000.0,7.5,102608827.0,The Aviator 
2010.0,2.35,85.0,1173,112000000.0,4.9,42776259.0,Gulliver's Travels 
2011.0,2.35,119.0,13391,120000000.0,5.8,98780042.0,The Green Hornet 
,4.0,60.0,1655,,7.6,,The A-Team             
2014.0,2.35,102.0,10583,110000000.0,6.2,106369117.0,300: Rise of an Empire 
2011.0,1.78,103.0,692,110000000.0,5.5,142614158.0,The Smurfs 
2004.0,1.78,76.0,13607,110000000.0,5.4,50026353.0,Home on the Range 
2016.0,2.35,120.0,12452,110000000.0,5.8,66002193.0,Allegiant 
2011.0,2.35,127.0,22254,110000000.0,7.1,85463309.0,Real Steel 
2013.0,1.85,105.0,914,105000000.0,5.4,71017784.0,The Smurfs 2 
1997.0,2.35,121.0,2027,160000000.0,3.7,48068396.0,Speed 2: Cruise Control 
2013.0,2.35,114.0,12908,110000000.0,6.7,61656849.0,Ender's Game 
2007.0,2.35,129.0,13961,110000000.0,7.2,134520804.0,Live Free or Die Hard 
2001.0,2.35,171.0,22342,93000000.0,8.8,313837577.0,The Lord of the Rings: The Fellowship of the Ring 
2004.0,2.35,120.0,3175,110000000.0,5.8,24004159.0,Around the World in 80 Days 
2001.0,2.35,165.0,14196,107000000.0,6.8,58183966.0,Ali 
2003.0,1.85,82.0,2762,109000000.0,3.8,100446895.0,The Cat in the Hat 
2004.0,2.35,115.0,12068,120000000.0,7.1,144795350.0,"I, Robot "
2005.0,2.35,194.0,19600,130000000.0,7.2,47396698.0,Kingdom of Heaven 
1999.0,1.85,84.0,3382,133000000.0,5.9,140015224.0,Stuart Little 
2009.0,1.85,97.0,2480,105000000.0,7.1,104374107.0,The Princess and the Frog 
2015.0,2.35,151.0,14831,108000000.0,8.1,228430993.0,The Martian 
,,22.0,5,,7.2,,"10,000 B.C.             "
2005.0,2.35,136.0,34839,126000000.0,6.9,35799026.0,The Island 
2001.0,1.85,104.0,3133,90000000.0,4.4,6712451.0,Town & Country 
2000.0,2.35,127.0,29069,90000000.0,6.5,101643008.0,Gone in Sixty Seconds 
2000.0,2.35,171.0,6521,103000000.0,8.5,187670866.0,Gladiator 
2002.0,2.35,145.0,12546,102000000.0,7.7,132014112.0,Minority Report 
2002.0,2.35,174.0,35672,100000000.0,7.4,261970615.0,Harry Potter and the Chamber of Secrets 
2006.0,2.35,144.0,9125,150000000.0,8.0,167007184.0,Casino Royale 
2001.0,2.35,119.0,2776,100000000.0,5.7,180011740.0,Planet of the Apes 
1991.0,2.35,153.0,2829,102000000.0,8.5,204843350.0,Terminator 2: Judgment Day 
2009.0,2.35,140.0,64599,100000000.0,7.0,97030725.0,Public Enemies 
2007.0,1.85,176.0,20354,100000000.0,7.8,130127620.0,American Gangster 
1994.0,2.35,141.0,4528,115000000.0,7.2,146282411.0,True Lies 
2009.0,2.35,106.0,19906,100000000.0,6.4,65452312.0,The Taking of Pelham 1 2 3 
2010.0,1.85,98.0,24082,100000000.0,5.5,148383780.0,Little Fockers 
2010.0,2.35,116.0,20233,100000000.0,6.7,119219978.0,The Other Guys 
1996.0,2.35,115.0,3454,100000000.0,6.1,101228120.0,Eraser 
2012.0,2.35,165.0,40978,100000000.0,8.5,162804648.0,Django Unchained 
1996.0,1.78,91.0,4842,100000000.0,6.9,100117603.0,The Hunchback of Notre Dame 
2000.0,1.66,78.0,2039,100000000.0,7.3,89296573.0,The Emperor's New Groove 
2012.0,2.35,103.0,57881,92000000.0,6.7,85017401.0,The Expendables 2 
2004.0,2.35,131.0,13679,100000000.0,6.9,173005002.0,National Treasure 
2006.0,2.35,104.0,4487,100000000.0,5.1,75030163.0,Eragon 
2009.0,2.35,101.0,1738,100000000.0,6.8,77222184.0,Where the Wild Things Are 
2015.0,2.35,111.0,21393,150000000.0,5.8,34964818.0,Pan 
2013.0,2.35,102.0,14552,100000000.0,6.7,107515297.0,Epic 
2010.0,2.35,103.0,55175,100000000.0,6.0,67631157.0,The Tourist 
1999.0,2.35,121.0,3903,83000000.0,5.7,66862068.0,End of Days 
2006.0,2.35,143.0,33160,100000000.0,8.0,57366262.0,Blood Diamond 
2013.0,2.35,240.0,46057,100000000.0,8.2,116866727.0,The Wolf of Wall Street 
1995.0,1.85,121.0,2880,100000000.0,5.4,184031112.0,Batman Forever 
1997.0,1.85,129.0,2031,105000000.0,7.2,54700065.0,Starship Troopers 
2012.0,2.35,172.0,22686,102000000.0,7.5,27098580.0,Cloud Atlas 
2010.0,2.35,101.0,4286,80000000.0,7.0,55673333.0,Legend of the Guardians: The Owls of Ga'Hoole 
2004.0,2.35,87.0,3144,100000000.0,3.3,40198710.0,Catwoman 
2014.0,2.35,101.0,16235,100000000.0,6.0,72660029.0,Hercules 
2002.0,1.5,95.0,26940,140000000.0,7.1,38120554.0,Treasure Planet 
2009.0,1.85,102.0,10552,100000000.0,5.4,49392095.0,Land of the Lost 
2014.0,2.35,131.0,52610,90000000.0,6.1,39292022.0,The Expendables 3 
2015.0,2.35,114.0,3962,105000000.0,5.3,28772222.0,Point Break 
2005.0,1.85,94.0,1195,84000000.0,2.2,17010646.0,Son of the Mask 
2015.0,1.85,122.0,28328,100000000.0,7.0,24985612.0,In the Heart of the Sea 
2002.0,1.85,95.0,6161,100000000.0,3.8,4411102.0,The Adventures of Pluto Nash 
2010.0,2.35,115.0,13761,100000000.0,6.9,35024475.0,Green Zone 
2015.0,1.85,88.0,309,99000000.0,7.2,130174897.0,The Peanuts Movie 
1997.0,1.85,110.0,1722,10000000.0,7.3,10200000.0,The Spanish Prisoner 
2001.0,2.35,130.0,15972,98000000.0,6.3,202007640.0,The Mummy Returns 
